N,P,K,temperature,humidity,ph,rainfall,label
6,77,31,33.78315140387839,18.481167690774686,8.80269633449127,95.46030273939903,kidneybeans
97,141,112,20.32604414972638,95.14046977036102,5.292815492629458,182.25304907746352,kidneybeans
23,140,104,16.016724264624727,80.76929106672063,8.368656033151112,182.16535742864153,kidneybeans
52,81,82,34.346245502028204,90.22062585522555,7.64868066104054,54.615855825351865,kidneybeans
99,112,81,39.54590974400009,56.81988889172178,7.080420582755175,140.01289225094231,kidneybeans
116,40,99,23.391572927945045,96.48583170840841,7.390447583588091,204.9017134304989,kidneybeans
73,112,155,18.743702113816347,25.612965858204156,9.24473979291309,129.0799803887871,kidneybeans
46,48,25,22.580286298357386,54.41496391218575,9.479087468124828,191.35571669521175,kidneybeans
136,142,201,23.627880317030343,96.38968157376216,4.746124512908622,186.40700450131087,kidneybeans
112,89,37,38.812827395099916,61.64906234419616,7.514131111816288,218.04207908319046,kidneybeans
80,82,129,32.32778821456463,86.72085823029227,5.026185257168276,56.135014903811225,kidneybeans
100,52,202,38.923309946068635,45.095868370387066,7.922218275341089,250.45527992114856,kidneybeans
52,129,64,18.81347159871219,66.10530258458952,8.954654524343077,271.53814955423394,kidneybeans
128,112,108,29.561679572895006,83.04100382737758,7.740115468926212,167.0079737688183,kidneybeans
9,14,145,23.467831180247792,18.444421226421273,5.236264756163327,33.418495320378916,kidneybeans
84,136,124,27.44941771850167,33.19613684743946,5.8744308743411775,237.533865247057,kidneybeans
37,64,143,30.809851345659837,68.56289947644645,5.402962865941828,79.76136958235733,kidneybeans
60,68,147,39.7078455549433,55.306986940647775,7.663718520883722,145.99548839937057,kidneybeans
84,74,59,29.59818242493575,18.312362095049348,6.492919684439358,62.515767844379916,kidneybeans
105,23,72,34.86022606039043,35.2998380133181,4.830700227365556,193.7610934568415,kidneybeans
61,55,27,17.78394736795431,81.45797614084077,8.114189418702393,26.32048365766125,kidneybeans
68,71,162,37.13178765095356,62.77280097441724,9.138582960651151,137.98090340799877,pigeonpeas
93,120,11,22.975477045796854,65.66666306235726,6.222887677811357,262.7911896383405,pigeonpeas
92,142,179,24.29992070909685,33.839511375222195,4.609031293256952,119.55584848586615,pigeonpeas
78,104,170,24.674754680765293,86.3153077852417,6.716268319540429,212.04749136977344,pigeonpeas
42,34,81,34.70072349992356,80.086728734205,6.062008189428564,209.23350994796309,pigeonpeas
66,63,191,21.02620038624543,56.63686415566073,7.758091706801411,133.17588505994155,pigeonpeas
136,25,102,15.160852947542942,93.32694701888285,9.13942806085476,210.32760379292898,pigeonpeas
99,91,27,29.81876484716123,24.386902429835672,8.341171462861364,38.91108082266241,pigeonpeas
57,139,65,27.784354894465782,38.02417718598969,6.645815132359149,174.6595388168673,pigeonpeas
24,92,170,34.87292922798478,17.009735798948228,6.402645629685987,191.38434111937266,pigeonpeas
27,136,157,16.65020905925445,43.954770161854036,9.834611021952695,125.50646131408934,pigeonpeas
119,125,126,19.470177912421246,69.55923569593294,7.401728889901392,24.66474385639126,pigeonpeas
50,14,15,36.91455584783482,94.00888388518283,8.281278247439074,166.64445014473526,pigeonpeas
113,129,77,27.30319171623821,62.45267127368913,5.3748001550347855,130.33573365599472,pigeonpeas
132,56,191,22.55331680473106,67.9466747109809,7.909486431709789,29.450921915675,pigeonpeas
60,46,69,32.21252882300668,23.125315208953367,6.6936781540897705,28.01712222339381,pigeonpeas
38,33,21,20.042078481380262,96.14242548383956,7.443742752671307,55.39281599619863,pigeonpeas
51,98,192,21.572324651211318,95.0553416796049,8.69130168452598,239.53496900559222,pigeonpeas
17,81,62,26.372486258537073,85.76955035754818,9.687671014116862,55.28516182623729,pigeonpeas
9,71,9,32.932805929155386,73.96998132736988,8.913395158799748,74.68365891860068,pigeonpeas
65,11,115,28.49726306775457,74.67961410925896,6.164942247367715,25.957479177267313,pigeonpeas
102,20,72,22.18304208039738,56.893737928674526,7.64622585508794,135.99122703221244,pigeonpeas
83,107,179,18.017440600018848,14.102907219623065,6.959928688903606,174.08328746431283,pigeonpeas
0,90,31,25.54698115367818,62.24603656820571,7.531186652286885,150.2893527175845,pigeonpeas
138,46,151,29.57232746307563,23.147758965969583,9.10423320769018,265.6300584220477,pigeonpeas
118,129,194,17.615306487364936,81.85450900285643,5.6018917847907765,216.83361916105153,pigeonpeas
29,22,86,18.192409797113456,70.06568230184172,8.22447431971215,110.37000452004702,pigeonpeas
102,72,13,30.551265187482713,97.87955302826339,7.5075876287545205,62.765245854823796,pigeonpeas
73,92,54,28.68877866060133,60.49419364630649,6.3430239743335255,140.34913159903982,pigeonpeas
68,138,5,32.6538254774098,15.94732514242301,9.66885232782046,77.59672935618275,pigeonpeas
119,138,22,35.47857233256954,49.15849475598731,5.046406883090979,196.93668672666203,pigeonpeas
83,116,202,19.578629826883283,95.63091593702461,9.889651014880277,216.21143728340078,pigeonpeas
100,23,201,29.25931778164646,38.58315970664922,4.593662018476508,182.72283376122144,pigeonpeas
127,90,108,22.675583410372013,86.566718815139,7.450598889032322,251.63237446010547,pigeonpeas
86,18,83,25.774745745950554,87.16089526260761,8.458674521210115,28.87410766727469,pigeonpeas
1,144,110,37.491807314718905,16.48021787082422,4.5427408346664615,177.94049396851858,pigeonpeas
45,89,81,30.452483138583858,49.462348872170004,6.670910889593988,273.0897620012795,pigeonpeas
66,68,29,36.002194878871585,43.93504238281466,9.72201030899868,130.25031773930345,pigeonpeas
81,126,138,26.074276882649592,94.67032568766,4.828158805839423,257.91139341694185,pigeonpeas
40,135,70,39.837040984870576,87.62506870862514,7.818847567914722,181.445009939239,pigeonpeas
89,49,173,31.3532328222307,19.421379713626933,8.984360579420178,88.53996120455825,pigeonpeas
80,49,9,16.30529871692983,30.783600885548918,5.827888812800801,210.04311019353986,pigeonpeas
64,36,20,15.490095785627757,78.10720208091446,5.060553192268827,174.8387789419913,pigeonpeas
122,76,35,19.69282099113536,21.060893110646063,6.053485062546275,204.22202910662352,pigeonpeas
75,94,68,17.698946156608674,85.78040664841961,8.118683200761604,190.60597388773726,pigeonpeas
9,51,67,39.08185770441783,66.682603533984,5.065744534118487,103.25621364740879,pigeonpeas
78,131,188,36.441231216171374,97.91469430214705,9.24538720634051,236.678749115105,pigeonpeas
128,138,96,15.331415425205616,46.46340530473313,9.610797355732032,50.65694018448822,pigeonpeas
113,65,120,31.42518589680195,82.37461516216528,5.689044649093953,108.90180928754035,pigeonpeas
3,142,92,20.46680734849632,23.149962221131712,9.224334606967725,246.1337306123816,pigeonpeas
61,9,95,30.874244489367328,72.42357357585344,6.488395776992071,95.54164822850508,mothbeans
118,82,38,26.735401128787533,82.68668571215723,6.978772451082326,248.0752221100026,mothbeans
38,120,40,38.98777155981313,48.396523629317386,5.1599905384021305,256.3287226917481,mothbeans
66,68,38,36.80221976882039,71.50007106313673,6.583040117096059,281.2854663086263,mothbeans
52,79,119,39.05123309973174,49.5473356673205,5.035805999747721,288.0731390581954,mothbeans
128,12,144,39.79477650918413,95.85601171447536,5.696535487940678,145.50865003247415,mothbeans
128,124,112,32.05294007977138,22.7082587213675,6.160099105590239,231.65833090937278,mothbeans
38,36,112,28.064664291254523,89.63110058155246,9.322497988308434,201.74883801538505,mothbeans
13,86,99,39.956624089145656,87.76294883368902,7.505582937946172,110.1591571760354,mothbeans
124,80,126,26.36839113907289,92.94703071143583,9.225364185128784,92.33685368878166,mothbeans
42,98,58,25.755238467721455,66.41857136730977,7.397242808066313,117.9200006972784,mothbeans
63,92,77,35.329899545632514,54.410541424994264,8.999359220814572,176.30230807290366,mothbeans
1,142,98,36.93547385274486,44.281035834655164,4.846499350510539,255.8899436800628,mothbeans
23,91,43,19.524658802004055,84.75134159021907,7.535003502395511,48.24444185728337,mothbeans
42,23,13,20.824627224504066,71.15145790989533,6.258043006026985,180.93086239519005,mothbeans
23,133,125,36.41125034234393,63.16209908044122,5.042516730325354,164.33268283689583,mothbeans
129,119,74,35.34081539211673,74.26049929178467,6.6649846761340585,223.73730998059844,mothbeans
72,5,182,22.252633380832506,63.57963513490772,8.014765607682042,36.47713648411471,mothbeans
71,102,185,16.821779980481335,15.368501146419419,5.8762350499847305,123.80853005198654,mothbeans
131,116,202,21.835179627898892,89.8317203923076,8.163156316498187,27.205114619004107,mothbeans
24,61,177,35.80292441561184,96.13147046545097,6.362009274888104,173.9324150388326,mothbeans
36,129,179,30.707432806574158,50.52755669370544,6.734490754248891,54.099540666412516,mothbeans
134,9,140,29.391955399989598,14.305261444560564,6.062422808864515,119.65651783522671,mothbeans
128,108,196,15.358667758446657,83.28637226168495,7.785088902734032,125.06013789376887,mothbeans
5,99,123,35.17844115248502,34.39834789081232,8.51965593132641,230.2311942951931,mothbeans
40,11,24,34.85507380632636,46.26832101180929,7.2061297732825125,104.89440105739881,mothbeans
49,18,23,36.90365058774703,34.4327086774788,8.38243693247679,247.28070132137867,mothbeans
128,111,113,21.6209501837349,69.8288612564363,8.18987273776204,212.9848243202606,mothbeans
68,57,13,24.636133577737187,95.82416975485775,7.4898586804842155,22.043097385428336,mothbeans
33,24,84,16.39508076626578,39.96565170103362,5.244767831122462,68.21088999067335,mothbeans
84,127,11,34.893191399983465,83.94426488352532,6.341185190323827,54.77014564453045,mothbeans
57,91,22,26.523580155392104,15.080565972342987,7.132966145765437,138.8708859469402,mothbeans
23,72,110,34.88707529508092,83.4905062857003,7.3071801510911865,201.9678284977989,mothbeans
136,36,108,19.9560210587669,49.20807239684085,9.040275644884625,98.92683443897289,mothbeans
10,72,167,16.400942212461885,70.37853294326106,6.5743508804523545,163.36758749184236,mothbeans
4,19,57,15.244609875126436,62.049188950995024,9.485803348866355,277.6342283446938,mothbeans
110,87,170,25.899569251519253,15.18447386830517,9.628313595435873,171.85703587812006,mothbeans
18,71,27,25.02304006904153,35.68138376761801,8.919588135948423,139.2463173046409,mothbeans
9,81,51,18.771887583139808,65.94330849845805,6.37318004658067,168.88949370882102,mothbeans
113,104,194,32.0290972982604,42.822288059230615,4.711650530395285,245.9332523174773,mothbeans
15,132,168,24.17989688373165,43.888899995496615,7.55324101075868,261.4360657349577,mothbeans
70,55,141,31.849153523236264,46.04632134911108,4.568581529095991,102.4321988076099,mothbeans
119,44,77,27.629013315820085,54.05732782826824,5.3795317387496,252.4903108658194,mothbeans
53,78,13,32.968137896002794,93.65272341259428,8.482377930912488,215.51544623705402,mothbeans
96,61,201,16.588002880997188,60.109394050641015,6.324056795702178,74.35595761477124,mothbeans
54,65,70,17.361123148595286,41.40560572774572,4.994423284340684,203.14925774494193,mothbeans
110,118,36,32.317167333263356,71.35535969687265,5.161788061644667,248.00310317507927,mothbeans
82,27,197,25.428539442895605,17.28755451643814,5.477812322332763,219.99025887149196,mothbeans
85,78,88,28.951665568295898,46.81937615061307,9.008544469799519,168.80250546167898,mothbeans
24,136,202,22.79120934393842,31.521261701741565,8.405729621102298,155.13000248122577,mothbeans
45,68,126,24.39456154689207,42.57339475444132,6.708614638920607,97.93765809331326,mungbean
74,133,110,26.83427526977231,24.16001312252204,6.949687211351989,219.34584839593393,mungbean
110,38,38,15.501893663342468,24.229916560634784,6.917459886913319,197.23563535686102,mungbean
72,111,63,38.37369684610154,98.45631015415204,7.684242333870614,155.07023459962556,mungbean
15,86,140,33.97902090125984,37.077176866111124,9.536787994228833,254.58789269862032,mungbean
37,127,83,19.85800129794931,69.82517888479,8.936955170019909,100.21342284126011,mungbean
89,106,171,27.062469268607803,76.10277272680528,9.21655636481135,44.110489929808736,mungbean
138,137,42,26.911686335679658,74.18502545742709,4.8140584820204335,244.4823125572019,mungbean
80,90,199,31.202792252290553,30.993051909884876,7.84410649265463,152.53998123071656,mungbean
106,78,64,32.51179759417155,72.82375988934304,8.684366837581633,182.91942602448282,mungbean
93,66,51,26.75100590003619,27.130988759867027,6.29332557054135,176.04658284328502,mungbean
92,63,39,34.93145297890884,42.52744077490447,7.270172109878349,238.39441816336853,mungbean
133,119,26,31.882449999498917,92.88733779248638,6.231312552458266,46.87326953621529,mungbean
34,122,103,35.874434085285856,94.47125461478741,9.677632733765368,80.17226572333972,mungbean
18,134,107,36.613359876997144,65.4609144357329,9.535272007667619,113.86148378156761,mungbean
37,79,130,26.32891279867428,85.69999342931872,9.334489283987509,237.12506198113059,mungbean
27,59,21,37.30258083474321,23.606612119493985,6.2176477559615755,160.82253457223769,mungbean
94,129,101,32.86834014469094,71.12083609662947,9.51343126089906,131.40052651706858,mungbean
90,45,96,19.78997003799624,85.07099266112614,4.52536918923503,181.24238130643948,mungbean
38,121,22,34.63550166099194,90.08192550291105,6.331342581383673,34.42064508047893,mungbean
79,130,100,37.617827372613384,18.66063200596569,8.713858740239123,72.28439599938434,mungbean
